CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U99999MH1985PTC037368,GRINDLAYS PHARMACEUTICALS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,04-09-1985,Maharashtra,10000000.0,10000000.0,99999,Extraterritorial organizations and bodies,"OFFICE NUMBER 406, 407, 408,  4TH FLOORSWASTIK CHAMBERS, CST ROAD, CHEMBUR  ",ROC MUMBAI,accts_fin@grinpharma.com,31-03-2019,31-03-2019
U99999MH1985PTC037433,FINE CARBON PAPERS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,09-09-1985,Maharashtra,500000.0,290000.0,99999,Extraterritorial organizations and bodies,"KHATAU BLD.,1ST FLR.,8/10,,MARINE ST.,BOMBAY.   ",ROC MUMBAI,nhgajria@hotmail.com,31-03-2019,31-03-2019
U99999MH1985PTC037550,OTIS INVESTMENTS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,23-09-1985,Maharashtra,200000.0,100000.0,99999,Extraterritorial organizations and bodies,"28, Sanghvi House, 3rd Pasta Lane,Shahid Bhagat singh Road, Colaba,  ",ROC MUMBAI,the_guild2003@yahoo.co.in,31-03-2017,31-03-2017
U99999MH1985PTC037556,PEN FARM PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,23-09-1985,Maharashtra,600000.0,300400.0,99999,Extraterritorial organizations and bodies,"Room No. C-4, Ground Floor, Behind Sukkur BhavanR.A. Kidwai Road, New Azadnagar, Wadala  ",ROC MUMBAI,sanjeevnb@rediffmail.com,31-03-2019,31-03-2019
U99999MH1985PTC037612,MONETA IMPEX PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,01-10-1985,Maharashtra,1000000.0,100000.0,99999,Extraterritorial organizations and bodies,"307, Chartered House, Dr. Cawasji Hormasji StreetKalbadevi, Marine Lines  ",ROC MUMBAI,nandkishor.malpani@hotmail.com,31-03-2019,31-03-2019
U99999MH1985PTC037622,VIVEKANAND BUILDERS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,03-10-1985,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"1363, SHANTI SADAN, GUPTA WADIOPP. VED MANDIR, TRIMBAK ROAD  ",ROC MUMBAI,arsureshgupta@gmail.com,31-03-2019,31-03-2019
U99999MH1985PTC037627,MOKALSAR STONE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-10-1985,Maharashtra,500000.0,286000.0,99999,Extraterritorial organizations and bodies,"A-1, ADINATH APARTMENT,281,TARDEO ROAD  ",ROC MUMBAI,siroyaent@mtnl.net.in,31-03-2018,31-03-2018
U99999MH1985PTC037642,BHAGYALAXMI HOTELS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,04-10-1985,Maharashtra,12400000.0,12400000.0,99999,Extraterritorial organizations and bodies,"41-A, RAJKAMAL APARTMENT,RAJKAMAL STUDIO, DR. S. S. RAO MARG, PAREL,  ",ROC MUMBAI,gmbhujbal@rediffmail.com,31-03-2019,31-03-2019
U99999MH1985PTC037644,CARAT HOLDINGS AND TRADING COMPANYPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-10-1985,Maharashtra,2000000.0,788500.0,99999,Extraterritorial organizations and bodies,"81-B, 8TH FLOOR, MITTAL COURT, 224, NARIMAN POINT,   ",ROC MUMBAI,dsplmca6@servicesnext.com,31-03-2019,31-03-2019
U99999MH1985PTC037711,SEBLE TOOLS AND ALLIED INDUSTRIESPRIVATE LTD  ,ACTV,Private,Company limited by Shares,Non-govt company,10-10-1985,Maharashtra,10000000.0,6786500.0,99999,Extraterritorial organizations and bodies,SARDAR BUNGLOWTILAK WADI   ,ROC MUMBAI,hotelrawailseble@gmail.com,31-03-2019,31-03-2019
U99999MH1985PTC037817,AJAY FERTI-CHEM (BOMBAY) PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,21-10-1985,Maharashtra,200000.0,200000.0,99999,Extraterritorial organizations and bodies,A-15 MANDJYOT IND. ESTATESAFED POOL KURLA ANDHERI RD. BOMBAY-72  ,ROC MUMBAI,rsa34india@gmail.com,31-03-2012,31-03-2012
U99999MH1985PTC037831,SHAKTI SYNERGETICS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,22-10-1985,Maharashtra,500000.0,450000.0,99999,Extraterritorial organizations and bodies,"203, PRATIK INDUSTRIAL ESTATE,MULUND GOREGAON LINK ROAD, BHANDUP (W)  ",ROC MUMBAI,shaktisynergetics@gmail.com,31-03-2019,31-03-2019
U99999MH1985PTC037848,GROWELL AGROCHEM (BOMBAY) PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,24-10-1985,Maharashtra,2000000.0,762000.0,99999,Extraterritorial organizations and bodies,"802 Swastik ChambersSion-Trombay Road, Chembur  ",ROC MUMBAI,mil@mecordsindia.com,31-03-2019,31-03-2019
U99999MH1985PTC037867,LYNCIL PLASTICS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,25-10-1985,Maharashtra,1500000.0,750000.0,99999,Extraterritorial organizations and bodies,"PLOT NO. N-26, TARAPOREINDUSTRIAL AREA, VILLAGEPAMTEBHI, TAL. PALGHAR  ",ROC MUMBAI,pradip@ampson.net,31-03-2019,31-03-2019
U99999MH1985PTC037984,ABHISEKH TEXCHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-11-1985,Maharashtra,3000000.0,660000.0,99999,Extraterritorial organizations and bodies,"PLOT NO. A-169, MIDC, PHASE-1,DOMBIVLI  ",ROC MUMBAI,m_jakhotia@hotmail.com,31-03-2019,31-03-2019
U99999MH1985PTC038007,MARINA CONSTRUCTION HOLDINGS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,07-11-1985,Maharashtra,500000.0,402000.0,99999,Extraterritorial organizations and bodies,"703, NEEL SAGAR JN. OF 28 TH 23 RD ROADNEAR TAWA HOTEL, BANDRA WEST  ",ROC MUMBAI,samirbhagat_27@yahoo.com,31-03-2019,31-03-2019
U99999MH1985PTC038017,DEEPAVALI CONSTRUCTION PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,08-11-1985,Maharashtra,500000.0,439000.0,99999,Extraterritorial organizations and bodies,"46,K.K.BUSINESS PLAZACENTRAL BAZAR ROAD  ",ROC MUMBAI,narendragurao7@gmail.com,31-03-2019,31-03-2019
U99999MH1985PTC038187,SINE FINE ADVERTISING PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,28-11-1985,Maharashtra,500000.0,251000.0,99999,Extraterritorial organizations and bodies,"R.N.74,4TH FLOOR,LAKSHMIINSURANCE BLDGSIR P.M.ROAD, ,FORT BOMBAY-1  ",ROC MUMBAI,sinefine@rediffmail.com,31-03-2019,31-03-2019
U99999MH1985PTC038307,ROHIT COMPUTER SERVICES PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,12-12-1985,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"1, JER MANSION, V. P. VARDE MARG,OFF TURNER ROAD, BANDRA WEST,  ",ROC MUMBAI,rharora@yahoo.com,31-03-2019,31-03-2019
U99999MH1985PTC038308,RAHUL CONSULTANTS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,12-12-1985,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"1, JER MANSION, V. P. VARDE MARG,OFF TURNER ROAD, BANDRA WEST  ",ROC MUMBAI,rharora@yahoo.com,31-03-2019,31-03-2019
U99999MH1985PTC038376,MODERN TOOLS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-12-1985,Maharashtra,500000.0,200600.0,99999,Extraterritorial organizations and bodies,"458, matru ashish, bhau daji road,matunga cr,  ",ROC MUMBAI,kmebom7@gmail.com,31-03-2019,31-03-2019
U99999MH1985PTC038447,SOLAN BEVERAGES PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,24-12-1985,Maharashtra,7500000.0,2782100.0,99999,Extraterritorial organizations and bodies,"5/5,GRANTS BUILDING ARTHERBUNDER ROAD,COLABABOMBAY-5.  ",ROC MUMBAI,parabvishram@yahoo.co.in,31-03-2019,31-03-2019
U99999MH1985PTC038454,NISHON ENGINERING PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,26-12-1985,Maharashtra,200000.0,150000.0,99999,Extraterritorial organizations and bodies,"W-94, MIDCSATPUR  ",ROC MUMBAI,sunil.patki.1951@gmail.com,31-03-2019,31-03-2019
U99999MH1985PTC038480,SHASTRY ENGINEERING INDUSTRIES ANDCOMPANY PVT LTD  ,ACTV,Private,Company limited by Shares,Non-govt company,30-12-1985,Maharashtra,500000.0,400000.0,99999,Extraterritorial organizations and bodies,"F-4, MIRANDA APARTMENTNEW NAKA, GANGAPUR ROAD  ",ROC MUMBAI,vrs043@gmail.com,31-03-2019,31-03-2019
U99999MH1985PTC070692,SAWALKA TOOLS AND MACHINES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-05-1985,Maharashtra,20000000.0,8000000.0,99999,Extraterritorial organizations and bodies,"J/196, MIDC, BHOSARI,PUNE - 411 026   ",ROC PUNE,prithvi.sehmbey@gmail.com,31-03-2019,31-03-2019
U99999MH1985SGC036818,LOK SHAHIR ANNABHAU SATHE DEV CORPN.LTD.  ,ACTV,Private,Company Limited by Guarantee,State Govt company,11-07-1985,Maharashtra,3000000000.0,1500000.0,99999,Extraterritorial organizations and bodies,"New administrative Building No. 2, 3rd Floor,Ram krishna Chemburkar Marg, Chembur (East)  ",ROC MUMBAI,office2854@gmail.com,31-03-2010,31-03-2006
U99999MH1986PLC038866,CENTRIC STEEL LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,05-02-1986,Maharashtra,10000000.0,7339000.0,99999,Extraterritorial organizations and bodies,"43 SARDAR PRATAP SINGH INDUSTRIAL ESTATE, NO. 3,LBS MARG, BHANDUP (WEST)  ",ROC MUMBAI,centrictemp@rediffmail.com,31-03-2019,31-03-2019
U99999MH1986PLC039041,ASIAN TRADECON LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,24-02-1986,Maharashtra,50000000.0,50000000.0,99999,Extraterritorial organizations and bodies,"234 , 2ND FLR , ANTOP HILL, WAREHOUSING COMPLEXA VIDYA ALANKAR ROAD  ",ROC MUMBAI,ASHITDOSHI@HOTMAIL.COM,31-03-2014,31-03-2014
U99999MH1986PLC039608,INDTRADECO FUN CITY LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,17-04-1986,Maharashtra,15010000.0,15000000.0,99999,Extraterritorial organizations and bodies,GANDHI BLDG 1ST FLOOR 2NDFANASWADI DADYSETH AGIARILANE  ,ROC MUMBAI,rokadia.hiral@gmail.com,31-03-2017,31-03-2017
U99999MH1986PLC039710,RAJGOPAL CHHAPARWAL INVESTMENT COMPANYLTD  ,ACTV,Public,Company limited by Shares,Non-govt company,13-04-1986,Maharashtra,2500000.0,531700.0,99999,Extraterritorial organizations and bodies,ICHALKARANJI POWERLOOM KAPADMARKET BLDG NO 2 SHOPNO 46 ICHALKARANJI  ,ROC PUNE,jrkabra@rediffmail.com,31-03-2019,31-03-2019
U99999MH1986PLC040066,HAKEEM AUTO LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,11-06-1986,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"28,Plot-130/132,Great Western Bldg,Shahid BhagatSingh Road,Kalaghoda, Fort,  ",ROC MUMBAI,jemfiscal@gmail.com,31-03-2019,31-03-2019
U99999MH1986PLC040094,MAXWELL COMMERCIAL CREDITS LTD.   ,ACTV,Public,Company limited by Shares,Non-govt company,12-06-1986,Maharashtra,1000000.0,500000.0,99999,Extraterritorial organizations and bodies,"Gala No-3, Hathi Baug, D.N.Singh Road ,Love Lane, Mazgaon  ",ROC MUMBAI,rajkumargulati58@gmail.com,31-03-2018,31-03-2018
U99999MH1986PLC040164,AVI GRAPHIC LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,19-06-1986,Maharashtra,2500000.0,2252000.0,99999,Extraterritorial organizations and bodies,"13,B.V.KAPOL NIWAS,BAPUBHAIVASHI RD.,VILE PARLE (WEST)  ",ROC MUMBAI,voraavinash@gmail.com,31-03-2018,31-03-2018
U99999MH1986PLC040298,SBI CAPITAL MARKETS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,02-07-1986,Maharashtra,1100000000.0,580337110.0,99999,Extraterritorial organizations and bodies," NO.202, MAKER TOWER, 'E', 20TH FLOOR,CUFFE PARADE, COLABA,  ",ROC MUMBAI,cs@sbicaps.com,31-03-2019,31-03-2019
U99999MH1986PLC040885,RING PLUS AQUA LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,11-09-1986,Maharashtra,300000000.0,77566710.0,99999,Extraterritorial organizations and bodies,"D-3,4, SINNAR TALUKA AUDYOGIK VASAHAT MARYADITVILLAGE MUSALGOAN, TALUKA SINNAR,  ",ROC MUMBAI,bhargav.vyas@raymond.in,31-03-2019,31-03-2019
U99999MH1986PLC041186,POONAM RESORTS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,09-10-1986,Maharashtra,50000000.0,22700000.0,99999,Extraterritorial organizations and bodies,"1ST FLOOR B, POONAM CHAMBERS,BYRAMJI TOWN, CHHINDWARA ROAD,  ",ROC MUMBAI,linkhouseltd@gmail.com,31-03-2016,31-03-2015
U99999MH1986PLC041293,KRYSTAL POLYFAB LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,20-10-1986,Maharashtra,80000000.0,59210100.0,99999,Extraterritorial organizations and bodies,"Room No. 10, 3rd Floor, Dwarka Ashish,6/8, Jambulwadi, Kalbadevi Road  ",ROC MUMBAI,harpreetmarwah@ymail.com,31-03-2017,31-03-2017
U99999MH1986PLC041482,DAMANIA CAPITAL MARKETS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,04-11-1986,Maharashtra,200000000.0,190000000.0,99999,Extraterritorial organizations and bodies,"124, Kothala Road - SarjepuraAhmednagar  ",ROC PUNE,damaniacomp@yahoo.com,31-03-2017,31-03-2017
U99999MH1986PLC041733,RENCAL CHEMICALS (INDIA) LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,28-11-1986,Maharashtra,53000000.0,41647623.0,99999,Extraterritorial organizations and bodies,"24-MAHAVIR CENTRE,SECTOR 17, VASHI,  ",ROC MUMBAI,rencal@mtnl.net.in,31-03-2019,31-03-2019
U99999MH1986PLC041793,CFL SECURITIES LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,04-12-1986,Maharashtra,50000000.0,35500000.0,99999,Extraterritorial organizations and bodies,"GR. FL.,BHUPEN CHAMBERS,UNIT NO-21A,.DALAL STREET, FORT,  ",ROC MUMBAI,milan@cifco.in,31-03-2019,31-03-2019
U99999MH1986PLC041799,CONSOLIDATED PROPERTIES LTD.   ,ACTV,Public,Company limited by Shares,Non-govt company,05-12-1986,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"C/315, SHALIMAR CHS, HILL GARDEN,CHITALSAR, MANPADA, THANE WEST  ",ROC MUMBAI,jogeebhar@gmail.com,31-03-2019,31-03-2019
U99999MH1986PLC041875,ESSEN PRECISION MACHINES PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,12-12-1986,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,PLOT NO-H-44 MIDC SATPUR   ,ROC PUNE,khushrow_irani@yahoo.com,31-03-2019,31-03-2019
U99999MH1986PLC115659,S.KUMARS TYRE MANUFACTURING COMPANYLIMITED  ,ACTV,Public,Company limited by Shares,Non-govt company,27-11-1986,Maharashtra,55000000.0,13500000.0,99999,Extraterritorial organizations and bodies,"S. KUMARS HOUSE, PLOT NO.60, STREET NO. 14,PHASE II, MIDC, MAROL, ANDHERI (EAST)  ",ROC MUMBAI,wak@mwcorp.co.in,31-03-2016,31-03-2016
U99999MH1986PTC038551,DUSHYANT IRON AND STEEL WORKS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,07-01-1986,Maharashtra,2000000.0,1000000.0,99999,Extraterritorial organizations and bodies,154SHANKAR NAGAR  ,ROC MUMBAI,shirke.satyam@gmail.com,31-03-2019,31-03-2018
U99999MH1986PTC038710,SPIDER IMPEX PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,22-01-1986,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"32, SECOND FLOOR, SHREE NAMAN PLAZA, 41, S V ROAD,BEHIND SHOPPERS STOP, KANDIVALI(WEST)  ",ROC MUMBAI,sulekhatawade@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC038744,TAPASYA ENGINEERING WORKS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,24-01-1986,Maharashtra,50000000.0,20150000.0,99999,Extraterritorial organizations and bodies,A-212ROAD NO 30WAGLE INDUSTRIAL ESTATE  ,ROC MUMBAI,tapasya@bom7.vsnl.net.in,31-03-2019,31-03-2018
U99999MH1986PTC038845,SUPREME GRANITE AND MARBLES PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,04-02-1986,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"Plot no. F1-26 MIDC,Kulgaon Badlapur  ",ROC MUMBAI,laxmanshrimal04@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC038863,BODY WRAP COMPANY (INDIA) PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,05-02-1986,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"Flat No. C, 1st Floor, Sunama House,104, Cumbala Hill,  ",ROC MUMBAI,rocasrajanco@gmail.com,31-03-2015,31-03-2015
U99999MH1986PTC038883,BELCHEM INDUSTRIES (INDIA) PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,10-02-1986,Maharashtra,2500000.0,2500000.0,99999,Extraterritorial organizations and bodies,69-A POONA LINK ROADCHAKKI NAKAKALYAN (E)  ,ROC MUMBAI,admin@belchem.com,31-03-2019,31-03-2019
U99999MH1986PTC038908,OMEGA WOVEN MILLS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,11-02-1986,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,N 44 MIDC TARAPIURBOISAR THANE MH 401506  ,ROC MUMBAI,csowmpl@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC038947,BD CONSTRUCTIONS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,14-02-1986,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"502-B, POONAM CHEMBERS, A WINGDR. A. B. ROAD WORLI  ",ROC MUMBAI,Bdconstructions@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC038969,HERTZ CHEMICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-02-1986,Maharashtra,110000000.0,29037500.0,99999,Extraterritorial organizations and bodies,"RAHEJA XION UNIT NO. 301, 3RD FLOORJETHA COMPOUND, DR.B A ROAD, MAZGAON, BYCULLA EAST  ",ROC MUMBAI,info@hertzperfumes.com,31-03-2019,31-03-2019
U99999MH1986PTC038971,MU ENGINEERS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,17-02-1986,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"W-74A,MIDC AREA,SATPUR,  ",ROC MUMBAI,muengineerspvtltd@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC038997,RAKIM INVESTMENTS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,19-02-1986,Maharashtra,500000.0,101000.0,99999,Extraterritorial organizations and bodies,"7-B, TRUST HOUSE, 7TH FLOOR, 35, HOSPITAL AVENUEDR E. BORGES ROAD,PAREL  ",ROC MUMBAI,jparikh@pvcconverters.in,31-03-2019,31-03-2019
U99999MH1986PTC039129,ACCURATE ANALYSERS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,06-03-1986,Maharashtra,200000.0,125000.0,99999,Extraterritorial organizations and bodies,"PLOT NO F 20,MIDC INDUSTRIAL AREAAMBAD  ",ROC MUMBAI,accounts@samenviro.com,31-03-2019,31-03-2019
U99999MH1986PTC039184,EMAR HOTELS AND INVESTMENTS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,11-03-1986,Maharashtra,1000000.0,720000.0,99999,Extraterritorial organizations and bodies,"OFFICE NO. 2007-2008, 20TH FLOOR, CYBER ONE,PLOT NO. 4 & 6, SECTOR -30A, VASHI  ",ROC MUMBAI,emarhotelsandinvestments@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC039274,NATH HOLDINGS AND INVESTMENTS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,20-03-1986,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"NATH HOUSE, NATH ROAD,AURANGABAD,  ",ROC MUMBAI,ramesh@nathgroup.com,31-03-2019,31-03-2019
U99999MH1986PTC039305,BOMBAY BENGAL MERCANTILE AGENCIES PVTLTD  ,ACTV,Private,Company limited by Shares,Non-govt company,21-03-1986,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"A-1, FIRST FLOOR, FARIYAS CHS LTD.143, AUGUST KRANTI MARG, KEMPS CORNER  ",ROC MUMBAI,sprayfill@hotmail.com,31-03-2019,31-03-2019
U99999MH1986PTC039325,D.C.POLYESTER PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,24-03-1986,Maharashtra,5000000.0,4000000.0,99999,Extraterritorial organizations and bodies,"S-14, 5th Floor, Unit No. 1452,Solitaire CorporatePark,Ghatkopar Link Road,Chakala, Andheri (East)  ",ROC MUMBAI,manishs@ddecor.com,31-03-2018,31-03-2018
U99999MH1986PTC039427,SECURITY PRINTERS OF BOMBAY PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,01-04-1986,Maharashtra,1500000.0,1255000.0,99999,Extraterritorial organizations and bodies,"A 601, FLOOR 6TH, PLOT FP 568,A, ASHIRWAD CO.OPHSG SOCY, BHAWANI SHANKAR ROAD, DADAR WEST  ",ROC MUMBAI,deven.sawant@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC039473,ARCON ENGINEERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-04-1986,Maharashtra,1500000.0,791000.0,99999,Extraterritorial organizations and bodies,25 SYNTH FABRICS COMPOUND OPPS T WORK SHOP KHOPATTHANE  ,ROC MUMBAI,modivijay1956@gmail.com,31-03-2018,31-03-2010
U99999MH1986PTC039558,VIMSUN GEARS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-04-1986,Maharashtra,5000000.0,4980860.0,99999,Extraterritorial organizations and bodies,301 DEEPJOTI APARTMENT OPPMUNICIPAL SHOPPINGCENTRE MALEGAON STAND NASIK  ,ROC MUMBAI,vimsun_nsk@rediffmail.com,31-03-2009,31-03-2009
U99999MH1986PTC039705,MEGAPOLIS PROJECTS PRIVATE LIMITED.   ,ACTV,Private,Company limited by Shares,Non-govt company,30-04-1986,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"Flat No. 101 & 102, 1st Floor, Karnatak SocietyNew Bldg. (Sale Wing), Mogal lane, Mahim,  ",ROC MUMBAI,megapolisprojects03@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC039743,SOHAM REAL ESTATE DEVELOPMENT COMPANYPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,05-05-1986,Maharashtra,2600000.0,2514500.0,99999,Extraterritorial organizations and bodies,"Office No. 101-B, First Floor, Om Shiv Krupa CHSLtd., Opp. Charai Shiv Sena Shakha, Charai,  ",ROC MUMBAI,accounts@sohamrealestate.com,31-03-2019,31-03-2019
U99999MH1986PTC039769,MAGNA LABORATORIES (GUJARAT) PVT.LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,08-05-1986,Maharashtra,2500000.0,2500000.0,99999,Extraterritorial organizations and bodies,"5/6,SHREYAS APARTMENTS 2NDHASNABAD LANE,,SANTACRUCZ (W)  ",ROC MUMBAI,magnalabscg@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC039772,SARGO LEASING AND INVESTMENT PVT. LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,08-05-1986,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"20,LAXMI BHAGWAGARLAYOUTDHARAM PETH,NAGPUR   ",ROC MUMBAI,nitin_mulani2003@yahoo.co.in,31-03-2019,31-03-2019
U99999MH1986PTC039812,KASTURI TEXTILES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-05-1986,Maharashtra,200000.0,200000.0,99999,Extraterritorial organizations and bodies,"A102, Mahaganga CHS, Tilak Road,Dombivli (East)  ",ROC MUMBAI,ktpl13586@gmail.com,31-03-2019,31-03-2019
U99999MH1986PTC039888,TECHNOMAN COMPUTER GRAPHICS PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,22-05-1986,Maharashtra,1500000.0,960000.0,99999,Extraterritorial organizations and bodies,"Plot No. A-112, TTC Ind. AreaMIDC, Kopar Khairane  ",ROC MUMBAI,shayelesh@yahoo.com,31-03-2019,31-03-2019
